Dataset,Class,rdf:type triples
YAGO,Cabaret_Artist_Q15214752,1
YAGO,Catholic_Seminary_Q14911880,1
YAGO,Lgbtq_U002B__Association_Q64606659,1
YAGO,Deacon,1
YAGO,French_Resistance_Fighter_Q23833535,2
YAGO,Primary_Route_Q108074184,1
YAGO,Cay,1
YAGO,Lycée_Q2511322,1
YAGO,Municipal_Election_In_Italy_Q3722112,1
YAGO,Pilgrims_U0027__Hostel_Q2094954,1
YAGO,Basketball_Team_Season_Q26894053,17
YAGO,Producer_Q47541952,1
YAGO,Constituency_Of_The_National_Assembly_Of_Pakistan_Q33513247,1
YAGO,Caravanserai,2
YAGO,Google_Chrome_extension,1
YAGO,Rille,1
YAGO,Name_change,1
YAGO,Mounted_police,1
YAGO,Cultural_Reserve_Q10550024,1
YAGO,Legendary_creature,1
YAGO,Christian_Hymn_Q856713,2
YAGO,Buddhist_Temple_In_Vietnam_Q10748583,1
YAGO,Controlled-access_highway,1
YAGO,Shinto_ritual,1
YAGO,Semiotician_Q16402907,1
YAGO,Kindergarten_In_Japan_Q106688647,2
YAGO,Ikki_Q8191556,1
YAGO,Ijinkan_Q5364576,1
YAGO,Robbery-Murder_Q11487748,1
YAGO,Rail_transport_company,2
YAGO,Underground_Railway_Station_Q55491,1
YAGO,Medievalist_Q3332711,1
YAGO,Gospel_Choir_Q1538570,1
YAGO,Recording_studio,2
YAGO,Monthly_Magazine_Q11780435,1
YAGO,Falla_monument,1
YAGO,Myeon__u0028_administrative_division_u0029_,1
YAGO,Zenit-2_Q14693950,1
YAGO,Association_Football_Competition_Q1478437,1
YAGO,Stairs,2
YAGO,Oenologist_Q3542795,1
YAGO,Haiku_Poet_Q11386386,2
YAGO,Watchtower,3
YAGO,Golfer,5
YAGO,Chess_composer,1
YAGO,Silk_mill,2
YAGO,Cup_and_ring_mark,1
YAGO,Crane__u0028_machine_u0029_,2
YAGO,Naval_ship,1
YAGO,Military_reserve_force,1
YAGO,Destroyer,3
YAGO,Letter__u0028_message_u0029_,2
YAGO,Pool_Player_Q20540007,1
YAGO,Documentarian_Q11814411,1
YAGO,Oxygenated_Hydrocarbons_Q65988187,1
YAGO,Entomological_Reserve_Q20076707,1
YAGO,Materials_Scientist_Q21329070,1
YAGO,Fighter_Aviation_Division_Q25381028,1
YAGO,Newspaper_Editor_Q17351648,2
YAGO,Sea_lane,1
YAGO,Carcinologist_Q16868721,1
YAGO,Submerged_Rock_Q34198935,2
YAGO,Choir_Tower_Church_Q35922124,1
YAGO,Tedx_Talk_Q23058953,1
YAGO,Half-timbered,2
YAGO,Sketch__u0028_drawing_u0029_,1
YAGO,Cronista,1
YAGO,Former_Protected_Area_Q27670147,1
YAGO,Monumental_Cross_Q17172602,1
YAGO,Triptych,1
YAGO,Advocacy_group,3
YAGO,Bench__u0028_furniture_u0029_,2
YAGO,Medication,2
YAGO,Pseudoguaiane_Sesquiterpenoid_Q108281925,1
YAGO,Diacylglycerophosphocholine_Q63436503,1
YAGO,Production_company,1
YAGO,Junction_Q353070,1
YAGO,Food,2
YAGO,Spoon,1
YAGO,Scientific_instrument,1
YAGO,Bursa__u0028_liturgy_u0029_,1
YAGO,Pillar_Q29052406,1
YAGO,Ciborium__u0028_container_u0029_,1
YAGO,Cauldron,1
YAGO,Map,1
YAGO,Weekly_newspaper,1
YAGO,Gasthaus,1
YAGO,Power_cable,1
YAGO,Portuguese_legislative_elections,1
YAGO,Stencil,1
YAGO,Sabkha,1
YAGO,City_centre,1
YAGO,Basque_surnames,1
YAGO,Rathaus,3
YAGO,Tanka_Poet_Q11122954,1
YAGO,Business_Theorist_Q48072011,2
YAGO,Sports_Official_Q15986539,1
YAGO,Komonjo_Q89298567,1
YAGO,Ringmaster__u0028_circus_u0029_,1
YAGO,Backup,1
YAGO,Educational_institution,4
YAGO,Prosecutor,1
YAGO,Railway_Station_Above_Ground_Q11424045,1
YAGO,Music_Theorist_Q16031530,4
YAGO,Album_Q10666342,1
YAGO,Medieval_Burial_Ground_Q63883691,1
YAGO,Faculty_Of_Medicine_Q57314035,1
YAGO,Hybrid_Cell_Line_Q27555050,1
YAGO,Classical_Archaeologist_Q15983985,2
YAGO,Ancient_Burial_Ground_Q12672672,1
YAGO,Ethnographic_Museum_Q12104174,1
YAGO,Landlord,1
YAGO,Hydraulic_Engineer_Q1651055,2
YAGO,Electoral_Ward_Of_Melville_City_Council_Q56477851,1
YAGO,Utility_software,1
YAGO,Dutch_Language_Specialist_Q19513109,1
YAGO,Sokolská_Jednota_Q58952621,1
YAGO,Herbarium,2
YAGO,Act_of_Congress,1
YAGO,Rural_district,2
YAGO,Constituencies_of_Belize,1
YAGO,Japanese_idol,2
YAGO,Milano_u2013_Modena,1
YAGO,Landscape_Painter_Q21600439,2
YAGO,Dean__u0028_Christianity_u0029_,1
YAGO,Primary_Art_School_Q10861807,1
YAGO,Supergroup__u0028_music_u0029_,1
YAGO,European_Theater_Season_Q40008090,1
YAGO,Szlachta_Family_Q27062351,1
YAGO,Qijue,1
YAGO,Market_hall,1
YAGO,Norwegian_Archery_Championships_Q64533434,1
YAGO,Specification__u0028_technical_standard_u0029_,1
YAGO,Saarland_Badminton_Championships_Q14671734,1
YAGO,South_African_Badminton_Championships,1
YAGO,Government_Girls_U0027__High_School_Q67015950,1
YAGO,Indusind_Bank_Branch_Q68064251,1
YAGO,Heritage_Designation_Q30634609,1
YAGO,Fictional_Artificial_Intelligence_Q66481339,2
YAGO,Squalane_Triterpenoid_Q108526154,1
YAGO,Positive__u0028_photography_u0029_,1
YAGO,Viaduct,1
YAGO,Bacteriologist,2
YAGO,Wooden_Church_Q744296,1
YAGO,Prorector,1
YAGO,Broadcast_Writer_Q11499012,1
YAGO,B_Road_Q89021600,1
YAGO,Film_Score_Composer_Q1415090,2
YAGO,BY_Draconis_variable,1
YAGO,Covid-19_Dashboard_Q90790055,1
YAGO,Volunteer_Q24716636,1
YAGO,Craftsman_Q57260825,1
YAGO,Musical_instrument,1
YAGO,Interpreter_Q11085831,2
YAGO,Baseball_card,1
YAGO,Musical_note,1
YAGO,Wikimedia_Timeline_Q18340550,2
YAGO,Online_newspaper,2
YAGO,Activist_Group_Q1887898,1
YAGO,Decision_Of_The_Supreme_Court_Of_Sweden_Q96482904,1
YAGO,Ski_Jumper_Q13382603,3
YAGO,Military_organization,1
YAGO,Settlement_Of_The_La_Tene_Period_Q106505016,2
YAGO,Settlement_Of_Prehistoric_Times_Q106492558,2
YAGO,Siedlung_Der_Hallstattzeit_Q106504986,1
YAGO,Neolithic_Settlement_Q106491339,1
YAGO,Monastic_garden,1
YAGO,Former_Hotel_Q87487749,1
YAGO,Fashion_plate,1
YAGO,Rochdale_Metropolitan_Borough_Council_elections,1
YAGO,Ring__u0028_jewellery_u0029_,1
YAGO,Groupement_De_Paroisses_Q104145266,1
YAGO,Cycling_Team_Season_Q53534649,1
YAGO,Pastor_Q352507,1
YAGO,Folklorist_Q3075052,1
YAGO,Whaler_Q28466165,1
YAGO,Jazz_Singer_Q66314404,2
YAGO,6C-Glycosylated_Flavone_Q108857997,1
YAGO,Cycloeudesmane_Sesquiterpenoid_Q108270539,1
YAGO,Phytane_Diterpenoid_Q108370089,1
YAGO,Cembrane_Q56297782,1
YAGO,Malabaricane_Triterpenoid_Q108574567,1
YAGO,Podocarpane_Diterpenoid_Q108404205,1
YAGO,Bisanthrone_Polyketide_Q109715515,1
YAGO,Pimarane_Diterpenoid_Q108392521,1
YAGO,House_Of_Commons_General_Committee_Q105502384,1
YAGO,Harbour_Commissioners_Q105453377,1
YAGO,Temporary_Worker_Q2109535,1
YAGO,Diacylglycerophosphoethanolamine_Q65987318,1
YAGO,Local_People_U0027_S_Congress_In_China_Q10928296,1
YAGO,Technical_report,1
YAGO,Physical_Chemist_Q16744668,1
YAGO,Register_office,1
YAGO,Antiquarian,1
YAGO,Sports_school,1
YAGO,Polar_Station_Q59217270,1
YAGO,Notary,2
YAGO,Consortium,1
YAGO,Administrator_Q16532929,2
YAGO,President__u0028_government_title_u0029_,1
YAGO,Webcomic,2
YAGO,Yonkoma,1
YAGO,Communes_of_France,36
YAGO,Ink_Drawing_Q105870528,1
YAGO,Comprador,1
YAGO,Ortsverband_Q86189847,1
YAGO,Political_demonstration,1
YAGO,Book_Edition_Q57933693,1
YAGO,Internet_service_provider,1
YAGO,Sketchbook,1
YAGO,Ribosomal_RNA,1
YAGO,Regierungspräsidium_Q2137768,1
YAGO,Impressionist__u0028_entertainment_u0029_,1
YAGO,Recurring_Event_Q15275719,3
YAGO,Urban_Cluster_Q104774089,1
YAGO,Action_figure,1
YAGO,Fresco_Q22669139,1
YAGO,Reciter_Q23037330,1
YAGO,Adult_education,1
YAGO,Ecologist_Q15839134,1
YAGO,Rapid_Transit_Railway_Line_Q15079663,1
YAGO,R_package,1
YAGO,Biological_database,2
YAGO,Plant_Exchange_Organization_Q113462923,1
YAGO,Dock_Finger_Q23309084,1
YAGO,Islamicist_Q3155377,2
YAGO,Trial_Lawyer_Q46130101,1
YAGO,Regency-Level_Government_In_Indonesia_Q114186325,1
YAGO,Beach_Handball_Player_Q57749966,1
YAGO,Driver__u0028_person_u0029_,1
YAGO,Token_coin,1
YAGO,Sarcophagus,1
YAGO,Exhibition_game,1
YAGO,Sailing_ship,1
YAGO,Sawmill,1
YAGO,Mask,1
YAGO,Eddy__u0028_fluid_dynamics_u0029_,1
YAGO,Q116911193,1
YAGO,Monograph,1
YAGO,Programming_language,3
YAGO,Extinct_volcano,1
YAGO,Low_Spot_Q22978151,1
YAGO,Motorway_In_Belgium_Q26792858,1
YAGO,Heroic_Poetry_Q1601739,1
YAGO,Punk_Band_Q25391823,1
YAGO,Karst_spring,1
YAGO,Elliptical_galaxy,1
YAGO,Vicar,1
YAGO,Hiking_Trail_Q2143825,1
YAGO,Water_Polo_Player_Q17524364,2
YAGO,Basic_Unit_Of_Settlement_In_The_Czech_Republic_Q329245,1
YAGO,Gasthuis_Q3098879,1
YAGO,Youth_wing,3
YAGO,Miner,1
YAGO,Postage_Stamp_Designer_Q2000124,2
YAGO,Fictional_Timeline_Q35784031,1
YAGO,Horse_Race_Q3001412,3
YAGO,Freediver_Q17318006,1
YAGO,Character_From_Star_Wars_Q33125444,1
YAGO,Olympic_Sports_Discipline_Event_Q26132862,2
YAGO,Abolished_Municipality_In_Italy_Q3685476,1
YAGO,Encyclical,1
YAGO,President__u0028_corporate_title_u0029_,1
YAGO,Conceptual_Artist_Q21550489,2
YAGO,Television_station,3
YAGO,Session_musician,1
YAGO,Prospekt__u0028_street_u0029_,1
YAGO,Names_of_God_in_Islam,1
YAGO,Feldsher,1
YAGO,Fictional_Fish_Q20723931,1
YAGO,Comisaria_Of_Colombia_Q21727188,1
YAGO,Kilim,1
YAGO,Holding_company,1
YAGO,Player_Of_Basque_Pelota_Q19746576,1
YAGO,Township_Of_Kansas_Q17205735,2
YAGO,Zoo,4
YAGO,Market_square,1
YAGO,Metallurgist_Q18576582,1
YAGO,Chinese_temple_architecture,1
YAGO,Minor_Locality_In_Sweden_Q14839548,1
YAGO,Student_society,1
YAGO,Design_Award_Q1123481,1
YAGO,Provinces_Of_Denmark_Q12307270,1
YAGO,Cenotaph,1
YAGO,Volapükologist,1
YAGO,Trans-Neptunian_object,1
YAGO,Nature_documentary,1
YAGO,Transport_Company_Q740752,1
YAGO,Thermophysicist_Q107290369,1
YAGO,Animated_series,2
YAGO,Convention_center,1
YAGO,Località,1
YAGO,Alpentrail_Q11685509,1
YAGO,Legend,1
YAGO,Violist,1
YAGO,Former_Railway_Stop_Q65464941,1
YAGO,Kampo_Physician_Q11565521,1
YAGO,Law_of_Ukraine__u0028_legislation_u0029_,1
YAGO,Protected_Site_Q13402998,1
YAGO,Porcelain_Maker_Q40966043,1
YAGO,Regulation__u0028_European_Union_u0029_,1
YAGO,Acarologist_Q19798999,1
YAGO,Musher_Q500097,1
YAGO,Railway_Station_Q24258416,2
YAGO,Sailor_Q476246,4
YAGO,Jockey,2
YAGO,Runner_Q12803959,2
YAGO,Aerospace_Engineer_Q10497074,2
YAGO,National_Timeline_Q18043430,2
YAGO,Station_Q27062006,1
YAGO,Volleyball_Team_Season_Q53532033,1
YAGO,Chest_Tomb_Q19833736,2
YAGO,Child_Psychiatrist_Q28136886,1
YAGO,Track_Cyclist_Q15117395,2
YAGO,Poker_Player_Q15295720,3
YAGO,Winemaker,1
YAGO,Beauty_Pageant_Edition_Q62391930,4
YAGO,Mixture,2
YAGO,Palace__u0028_hotel_u0029_,1
YAGO,Pulpit,1
YAGO,Lime_kiln,1
YAGO,College_Sports_Team_Q18558301,6
YAGO,Criminal_Case_Q16738832,2
YAGO,Hillslope_Fort_Q31028695,1
YAGO,Television_play,1
YAGO,Water_trail,1
YAGO,Warehouse,1
YAGO,Music_critic,2
YAGO,Literary_Museum_Q1865249,1
YAGO,Pharmacologist_Q2114605,3
YAGO,Aircraft_Crash_Q3002150,1
YAGO,Fictional_Forest_Q16363493,1
YAGO,Methylphenidate_Hydrochloride_Q26840773,1
YAGO,Landesstraße,1
YAGO,Children_U0027_S_Music_School_Q55008603,1
YAGO,Pennsylvania_State_Game_Lands,1
YAGO,Critical_Mass__u0028_cycling_u0029_,1
YAGO,Stand-up_comedian,3
YAGO,Faculty_Of_Veterinary_Medicine_Q81755572,1
YAGO,Human_food,1
YAGO,Traditional_Chinese_Medical_Formula_Q6791480,1
YAGO,Country_Doctor_Q1801944,1
YAGO,Last_Saturday_In_November_Q51203193,1
YAGO,Estate_Owner_Q66495020,1
YAGO,Illuminated_manuscript,1
YAGO,Mythological_Dog_Q30307328,1
YAGO,Soccer-specific_stadium,2
YAGO,Chitalishte,1
YAGO,Police_Section_In_Uruguay_Q61978147,1
YAGO,District_Of_Chile_Q62005833,1
YAGO,Grama_Niladhari_Division_Q5593592,1
YAGO,Soil_Scientist_Q12370538,2
YAGO,Badminton_At_The_Asean_School_Games_Q27118920,1
YAGO,Shrine_Q12661150,1
YAGO,Txabola_Hondoa_Q66108461,1
YAGO,Wikimedia_Compilation_Albums_Discography_Q61033736,1
YAGO,Bullfighting_Critic_Q33213700,1
YAGO,Folklore_Character_Q25810847,1
YAGO,Cantor__u0028_Christianity_u0029_,1
YAGO,Pastorate_Of_The_Church_Of_Sweden_Q50314139,1
YAGO,Junior_High_School_Q9584479,1
YAGO,Dcb_Bank_Branch_Q76513673,1
YAGO,Ancestral_shrine,1
YAGO,Lanostane_Triterpenoid_Q108527275,1
YAGO,Church_hall,1
YAGO,Curler_Q17516936,3
YAGO,Flare_star,1
YAGO,Feria__u0028_festival_u0029_,1
YAGO,Academic_library,1
YAGO,Party_conference,1
YAGO,Uji__u0028_clan_u0029_,1
YAGO,History_Teacher_Q58209937,1
YAGO,Luxembourg_General_Election_Q22266624,1
YAGO,Permanent_secretary__u0028_UK_u0029_,1
YAGO,Lugar__u0028_country_subdivision_u0029_,1
YAGO,Named_Passenger_Train_Service_Q67454740,1
YAGO,Batikkerij_Q85189091,1
YAGO,Alpha2_Canum_Venaticorum_variable,1
YAGO,Genealogical_Table_Q9353932,1
YAGO,Gamma_Doradus_variable,1
YAGO,Act_Of_Imperial_Legislative_Council_Q56085099,1
YAGO,Herbig_u2013_Haro_object,1
YAGO,1991_Cypriot_Municipal_Councils_Elections_Q92482728,1
YAGO,Tinsmith,1
YAGO,Cordwainer,1
YAGO,Bank_officer,1
YAGO,Radio_Drama_Actor_Q21280562,1
YAGO,Czechoslovak_Legionary_Q93481516,1
YAGO,Brickworks,1
YAGO,Tameside_Metropolitan_Borough_Council_elections,1
YAGO,Women_u0027_s_rights_activist,2
YAGO,Round_Q58092637,1
YAGO,Video_game_programmer,2
YAGO,Causewayed_enclosure,2
YAGO,Direct_tax,1
YAGO,Sty,1
YAGO,Köblergut_Q98127296,1
YAGO,Marketplace,1
YAGO,Act_Of_The_Parliament_Of_Northern_Ireland_Q100324105,1
YAGO,Jug,1
YAGO,Individual_Copy_Of_A_Book_Q53731850,1
YAGO,Chair__u0028_Polish_academic_department_u0029_,1
YAGO,Parish_council__u0028_England_u0029_,1
YAGO,Television_director,6
YAGO,United_States_Senate_Election_In_Hawaii_Q112727386,1
YAGO,Aporphine_alkaloids,1
YAGO,District_health_authority,1
YAGO,3_U0027_C-Prenylchalcone_Q108837888,1
YAGO,Aristolactam_Q109241674,1
YAGO,24-Methylcycloartane_Steroid_Q108689170,1
YAGO,Daucane_Sesquiterpenoid_Q108293563,1
YAGO,Rhamnofolane_Diterpenoid_Q108430123,1
YAGO,Grayanotoxane_Diterpenoid_Q108445085,1
YAGO,Volost,1
YAGO,Diacylglycerophosphoglycerols_Q63436547,1
YAGO,Pencil,1
YAGO,Stupa,1
YAGO,Online_video_platform,1
YAGO,Infographic,1
YAGO,Fictional_universe,1
YAGO,Hromada,2
YAGO,Protected_Landscape_Q107691378,1
YAGO,War_correspondent,1
YAGO,Pachi-Slo_Q2156242,1
YAGO,Minister__u0028_government_u0029_,1
YAGO,Airstrike,2
YAGO,Ks_X_1002_Character_Q109483604,1
YAGO,Nuclear_meltdown,1
YAGO,Gallows,1
YAGO,Picnic_Site_Q47520603,1
YAGO,Economic_Historian_Q17488363,1
YAGO,Ethnomusicologist_Q17484288,1
YAGO,Military_Officer_Of_Healthcare_Q2020172,1
YAGO,Sundial,1
YAGO,Political_Staffer_Q56027890,1
YAGO,Stomatologist_Q16061291,1
YAGO,Madrasah_Tsanawiyah_Q12496021,1
YAGO,Weekly_List_Q47126552,1
YAGO,Trait_Database_Q113391507,1
YAGO,Mascot_Character_Q386208,1
YAGO,Amusement_ride,2
YAGO,Swedish_Noble_Family_Q61881575,1
YAGO,Australian_Government_Body_Q110376455,1
YAGO,Remark_Q114423884,1
YAGO,Boarding_school,3
YAGO,Convoy_Series_Q25416338,1
YAGO,Multi-Sport_Club_Q13580678,1
YAGO,Indicator_Q113465652,1
YAGO,Fast_Food_Restaurant_Chain_Q18509232,1
YAGO,Earring,1
YAGO,Plate__u0028_dishware_u0029_,1
YAGO,Facsimile,1
YAGO,Memorial_Stone_Q11734477,1
YAGO,Scholar_Of_French_Literature_Q11333691,1
YAGO,Food_Market_Q28142754,1
YAGO,Prison_officer,1
YAGO,Hindi,1
YAGO,Western_Christian_Monk_Q97722086,1
YAGO,Non-Urban_Municipality_Of_Germany_Q116457956,13
YAGO,Irredentism,1
YAGO,Comune,8
YAGO,Hymnwriter,2
YAGO,Concentration_Camp_Guard_Q28789517,1
YAGO,Postal_museum,1
YAGO,Station_Located_On_Surface_Q22808404,7
YAGO,Delegated_Commune_Q21869758,1
YAGO,Ruler_Q1097498,2
YAGO,Formula_One_Driver_Q10841764,3
YAGO,Anti-Vaccine_Activist_Q29887242,1
YAGO,Districts_of_Thailand,1
YAGO,Anime_Film_Q20650540,2
YAGO,Uci_Continental_Team_Q1756006,1
YAGO,Urban_Municipality_Of_Germany_Q42744322,2
YAGO,Military_operation,2
YAGO,Clade,3
YAGO,Quarter_Of_The_City_Of_Lugano_Q3927250,1
YAGO,Vienna_Open,1
YAGO,Pier,2
YAGO,National_coat_of_arms,2
YAGO,Monarch,1
YAGO,Township_Of_Ohio_Q17198620,2
YAGO,Gmina,1
YAGO,Sedimentary_basin,1
YAGO,Ria,1
YAGO,County,1
YAGO,Expressway_In_Poland_Q1127434,1
YAGO,Government,1
YAGO,London_Underground_Station_Q14562709,1
YAGO,IIHF_World_Junior_Championship,1
YAGO,Memoirist_Q11774156,1
YAGO,Communes_of_Niger,1
YAGO,Canton_Of_France_Q18524218,2
YAGO,Archaeological_culture,1
YAGO,Dressage_Rider_Q13381458,1
YAGO,Ocean_liner,1
YAGO,Qualification_Event_Q2122052,3
YAGO,Badminton_at_the_Southeast_Asian_Games,1
YAGO,National_Road_In_Belgium_Q1821082,1
YAGO,AVN__u0028_magazine_u0029_,1
YAGO,Historic_house_museum,3
YAGO,Municipality_Q27676428,1
YAGO,Quebec_federal_electoral_districts,1
YAGO,Crusader_Castle_Q92275707,1
YAGO,Free_And_Open-Source_Video_Game_Q21125433,1
YAGO,Indian_settlement,1
YAGO,Lady-in-waiting,3
YAGO,Periodic_Comet_Q11416914,2
YAGO,Farm_team,1
YAGO,Final__u0028_competition_u0029_,4
YAGO,American_Football_Team_Season_Q26895936,26
YAGO,A_Road_Q18019452,2
YAGO,Airline,5
YAGO,English_country_house,3
YAGO,District__u0028_Vietnam_u0029_,2
YAGO,Lok_Sabha_Constituency_Q47481352,1
YAGO,Classical_Scholar_Q2468727,2
YAGO,Australian_Rules_Football_Player_Q13414980,15
YAGO,Community_development_block,2
YAGO,Single-Tier_Municipality_Q14762300,1
YAGO,Landform,3
YAGO,Horror_Film_Character_Q15780329,1
YAGO,Priory,3
YAGO,Wards_and_electoral_divisions_of_the_United_Kingdom,3
YAGO,Hovercraft,1
YAGO,Chief_executive_officer,2
YAGO,Leisure_centre,1
YAGO,Execution_Q3966286,1
YAGO,Film_school,1
YAGO,Public_Educational_Institution_Of_The_United_States_Q23002039,4
YAGO,Hip_Hop_Producer_Q61145685,1
YAGO,School_district,4
YAGO,Icelandic_Presidential_Election_Q112679015,1
YAGO,Oboist,2
YAGO,Cricketer,38
YAGO,District_Of_Somalia_Q18555638,1
YAGO,Station_Located_Underground_Q22808403,8
YAGO,Planning_Ministry_Q2098373,1
YAGO,Accountant,1
YAGO,Auto_Racing_Team_Q20074337,2
YAGO,Restaurateur,3
YAGO,Shot_Putter_Q18534714,1
YAGO,Districts_of_Laos,1
YAGO,Book_Distributor_Q3030771,1
YAGO,Ghost_town,2
YAGO,Engineering_Society_Q106760956,1
YAGO,Science_Fiction_Writer_Q18844224,5
YAGO,Penciller,1
YAGO,Suburb,8
YAGO,Islamic_Organization_Q110706912,2
YAGO,Educational_Theorist_Q63676514,1
YAGO,By-election,5
YAGO,Spy_Q9352089,1
YAGO,Speedway_Rider_Q63243629,1
YAGO,Communes_of_Romania,5
YAGO,Mixing_engineer,1
YAGO,Musketeer,1
YAGO,Olympic_Games_ceremony,1
YAGO,Bodybuilder_Q15982795,1
YAGO,Darts_Player_Q18574233,2
YAGO,Band_government,2
YAGO,Ri__u0028_administrative_division_u0029_,1
YAGO,Traditional_State_In_Nigeria_Q18920569,1
YAGO,Beam_bridge,1
YAGO,Javelin_Thrower_Q18510502,2
YAGO,Congregation_Q2135977,1
YAGO,Council_Constituency_Of_Eastern_District_Q54065060,1
YAGO,Internet_forum,1
YAGO,Mongolian_Legislative_Election_Q24566658,1
YAGO,River_island,2
YAGO,Health_indicator,1
YAGO,Multi-Purpose_Hall_Q1763828,1
YAGO,Helicopter_Squadron_Q65942781,1
YAGO,Philanthropist,4
YAGO,Tetrapyrrole,1
YAGO,Skeletal_muscle,1
YAGO,American_Football_Coach_Q42331263,6
YAGO,Privately_held_company,2
YAGO,Communications_satellite,1
YAGO,Natatorium,1
YAGO,Currency,2
YAGO,Olympic_Delegation_Q26213387,7
YAGO,Skull_Neoplasm_Q56014663,1
YAGO,Classical_Swine_Fever_Q19000581,1
YAGO,Pityriasis_lichenoides,1
YAGO,Photosensitive_epilepsy,1
YAGO,Pityriasis_rotunda,1
YAGO,Thymoma,1
YAGO,Professional_Wrestling_Event_Q17317604,1
YAGO,Map_Data_Module_Q18711811,1
YAGO,Precipitation,1
YAGO,Archaeological_excavation,1
YAGO,Agriculture_Ministry_Q1364302,1
YAGO,Performance_Artwork_Q22672348,1
YAGO,Wellingborough_Borough_Council_elections,1
YAGO,Zen_Therapy_Q111598835,1
YAGO,Electoral_fraud,1
YAGO,Astrophysicist_Q752129,3
YAGO,Non-Infectious_Posterior_Uveitis_Q55788711,1
YAGO,Photovoltaics,1
YAGO,Concrete_bridge,1
YAGO,Middle-Distance_Runner_Q13381753,2
YAGO,Fictional_Magic_Object_Q30237636,1
YAGO,Threat,1
YAGO,Tree-Cushion_Grand_Prix_Q110647102,1
YAGO,Graduated_cylinder,1
YAGO,Largest_City_Q51929311,1
YAGO,RS_Canum_Venaticorum_variable,1
YAGO,Municipalities_of_Switzerland,3
YAGO,Aircraft_Family_Q15056993,3
YAGO,Municipalities_of_Brazil,3
YAGO,Big_City_Q1549591,3
YAGO,Professor_Of_French_Literature_Q110197838,1
YAGO,Permissive_software_license,1
YAGO,Prototype_Aircraft_Model_Q15126161,2
YAGO,Fictional_Competition_Q15707532,1
YAGO,Sovereign,1
YAGO,County_Of_Pennsylvania_Q13414763,1
YAGO,Christian_philosophy,1
YAGO,Carpenter,3
YAGO,City_Of_Portugal_Q15647906,1
YAGO,Place_With_Town_Rights_And_Privileges_Q13539802,1
YAGO,Municipalities_of_Belgium,1
YAGO,Benedictine_Confederation,1
YAGO,Volta_a_Catalunya,2
YAGO,Municipalities_of_Spain,4
YAGO,National_park,1
YAGO,Patriarch,1
YAGO,Census-designated_place,7
YAGO,Civil_Town_Of_Wisconsin_Q15219655,1
YAGO,Township_Of_Minnesota_Q42211429,2
YAGO,Urban_district__u0028_England_and_Wales_u0029_,1
YAGO,Rural_Municipality_Of_Poland_Q3504085,3
YAGO,Provinces_of_Bulgaria,1
YAGO,Local_Government_Area_Of_South_Australia_Q55558027,1
YAGO,Municipal_district,1
YAGO,Cabastine_Q106664365,1
YAGO,Painting_Series_Q15727816,1
YAGO,Village_In_Estonia_Q51049922,6
YAGO,Harpsichordist,1
YAGO,Taifa,1
YAGO,Town_In_Hungary_Q13218690,1
YAGO,Beatboxer_Q59958430,2
YAGO,Saying,1
YAGO,Icelandic_Parliamentary_Election_Q22276080,1
YAGO,Wolves_in_fiction,1
YAGO,Urban_Designer_Q84308440,1
YAGO,Municipalities_of_the_Netherlands,1
YAGO,Public_university,2
YAGO,Municipalities_of_Venezuela,1
YAGO,Social_network_game,1
YAGO,Professeur_Des_Universités_Q28004591,1
YAGO,Communes_of_Ivory_Coast,5
YAGO,Village_development_committee__u0028_Nepal_u0029_,5
YAGO,Olympic_Sporting_Event_Q18536594,3
YAGO,Famine,1
YAGO,Commercial_Traffic_Aerodrome_Q94993988,4
YAGO,Silent_film,1
YAGO,Q30974586,1
YAGO,Bakhsh,1
YAGO,Rock_Musician_Q29017403,1
YAGO,Tour_of_Britain,1
YAGO,Fiddler,1
YAGO,Private_Not-For-Profit_Educational_Institution_Q23002054,3
YAGO,Parish_Of_Asturias_Q55102916,2
YAGO,Meteorologist,2
YAGO,Comics_Writer_Q11892507,2
YAGO,Intelligence_agency,1
YAGO,Opera_house,1
YAGO,Medical_malpractice,1
YAGO,Men_in_Middle-earth,1
YAGO,Non-departmental_public_body,2
YAGO,Canadian_Football_Player_Q19841381,6
YAGO,Rail_trail,2
YAGO,Flying_boat,1
YAGO,Conflict__u0028_process_u0029_,6
YAGO,Wheelchair_Basketball_Player_Q45322469,1
YAGO,Micronesian_Parliamentary_Election_Q24177311,1
YAGO,Day_school,1
YAGO,Canoeist_Q13382566,5
YAGO,Outlet_store,1
YAGO,Mutant__u0028_Marvel_Comics_u0029_,1
YAGO,Domain_name_registrar,1
YAGO,Jewish_Organization_Q104805859,1
YAGO,Theatre_Award_Q15229229,1
YAGO,Toronto_Municipal_Election_Q16964284,1
YAGO,Teacher_Of_The_Deaf_Q60102223,1
YAGO,Cabinet_of_Japan,1
YAGO,Archer_Q13382355,2
YAGO,Fictional_Donkey_Q27303890,1
YAGO,Essential_medicines,1
YAGO,Rural_Commune_Of_Morocco_Q17318027,1
YAGO,Television_pilot,1
YAGO,Bobsledder_Q13383011,2
YAGO,African_Judo_Championships,1
YAGO,United_Kingdom_in_the_Eurovision_Song_Contest,1
YAGO,Ministry_of_religious_affairs,1
YAGO,State_highway,1
YAGO,Bowl_game,1
YAGO,Virologist_Q15634281,1
YAGO,Data_Scientist_Q29169143,1
YAGO,Shotgun,1
